"","Comp 1","Comp 2","Comp 3","Comp 4","Comp 5","Comp 6","Comp 7","Comp 8"
"597.3298 / 9.26",0.010813,-0.011741,-0.0031691,-0.00053815,0.0060958,0.010838,-0.019735,0.023813
"598.0136 / 1.32",-3.4452e-05,-0.0015532,-0.00015618,-0.00084354,0.0011243,-0.00019125,-0.0015268,-0.000709
"598.2613 / 7.60",0.0034831,-0.029076,0.00049578,0.0025163,0.00082934,-0.016314,-0.0028132,-0.010801
"598.2629 / 14.63",0.012819,0.00029841,-0.01733,0.0036001,0.001099,-0.001848,0.01407,-0.01209
"598.3531 / 19.97",0.0091847,-0.0057015,-0.01692,-0.0054675,0.021288,-0.0041987,0.0030158,0.011264
"598.7869 / 8.08",0.0080051,0.0019836,-0.0049938,-0.0089161,0.010438,-0.0056794,0.01094,-0.012352
"598.8116 / 18.94  M2Na2",0.012967,2.4354e-06,-0.014319,-0.0046454,0.009787,0.007702,-0.0027189,-0.0015785
"599.2821 / 15.43",0.012189,-0.0052216,-0.013829,0.0080265,0.0067306,0.0060252,-0.0099842,-0.00036768
"599.3012 / 9.36",0.011519,-0.005776,0.0069173,-0.006156,0.0068603,-0.0049555,0.00027237,-0.003494
"599.3870 / 21.46  MHNH42",0.0038125,-0.010645,-0.0057516,-0.0011773,-0.034212,0.016763,-0.011992,-0.0069353
"599.3912 / 14.74  MH",0.0072964,0.0094316,0.0074373,-0.0088017,-0.016994,0.025152,-0.011558,0.011376
"599.4128 / 25.11",-0.00014235,0.00038379,0.0010987,0.00080553,8.2322e-05,-0.00068203,0.00019791,-0.00026742
"599.4290 / 25.06",-0.00013405,-0.00052881,0.00031981,-0.00049552,-0.00049279,0.00042526,0.00030961,0.00013012
"599.6920 / 22.07",0.0051455,-0.012533,-0.0037383,-0.0035158,-0.0077322,0.024412,-0.015345,-0.020635
"599.7682 / 10.37  M2H2",0.015477,-0.0026033,0.006473,-0.01108,0.012255,-0.0053893,-0.0051618,0.0073181
"600.0280 / 22.07",0.0019121,-0.0034618,0.0049634,0.01872,-0.016066,0.021688,-0.013575,-0.014181
"600.1089 / 20.25  M5H5",0.0014533,-0.012765,0.0017806,-0.0084015,0.018792,0.0023872,-0.027634,0.036333
"600.3019 / 18.30",0.010273,-0.0025195,0.0013199,-0.010576,0.014688,-0.0020889,-0.0031717,0.0026568
"600.3081 / 20.31",0.0066991,-0.0051407,0.0062397,-0.017031,0.0065103,-0.0074545,-0.021842,0.021724
"600.3136 / 10.07",0.014564,-0.0041192,-0.0032607,-0.0039574,0.0016412,0.0038487,-0.00048225,0.0017357
"600.3251 / 23.96",0.0022708,-0.01019,0.029245,-0.0087954,0.0072197,0.0093342,0.0048468,0.0037184
"600.3253 / 14.76  M2H2",0.011999,-0.00055599,0.014113,-0.012647,0.010829,-0.0065232,-0.0014923,-0.0064304
"600.3254 / 19.07  M3H3",0.013171,-0.0025198,-0.00047869,-0.0035814,0.0097899,0.0042746,-0.012086,0.0072112
"600.3690 / 17.98",0.011114,0.0001246,-0.015055,0.0072966,0.0011554,0.0065067,-0.0021393,0.0013343
"600.3699 / 19.97",0.008757,-0.0052292,0.0037317,-0.0066814,0.015863,0.020882,-0.020891,0.010559
"600.7691 / 10.33",0.011665,-0.0084404,0.015685,-0.012269,0.0052531,-0.0026254,-0.0068397,0.014141
"600.7934 / 19.53",0.009871,-0.010294,0.0027986,0.0010935,0.0077573,0.0039221,-0.012693,0.0055904
"600.8169 / 17.42",0.0068031,-5.2037e-06,0.014198,-0.011936,0.0057828,0.0018387,0.00062386,-0.026828
"601.0911 / 1.26",0.0014284,-0.012911,0.0012073,-0.0057959,0.0068602,-0.0016276,-0.0015381,-0.0027226
"601.1945 / 23.51",-0.00065067,-0.00043653,0.00039519,0.00064278,-0.00062648,0.00074814,0.0015231,-0.0011428
"601.2619 / 17.88  MHNa2",0.010274,0.0011221,-0.012693,0.00041707,0.0091324,-0.008341,0.0017434,0.0027929
"601.2661 / 22.26",0.0035205,-0.0015316,0.0097702,-0.0056897,0.0055532,-0.0026866,-0.0068888,0.0074458
"601.2680 / 19.84",0.0074341,-0.00060522,0.0059494,-0.018853,-8.2038e-05,-0.0090976,-0.0048442,0.011537
"601.2698 / 2.34",0.013754,-0.0026445,-0.0052364,-0.00098023,0.0073142,-0.012052,0.012473,-0.0017361
"601.2698 / 23.21",0.0040519,0.0012762,0.010346,-0.007648,0.0037173,-0.0034253,-0.0048965,0.0070835
"601.2746 / 3.80",0.010941,0.002508,0.0076949,-0.0030077,0.012416,-0.020084,0.0032971,0.0009533
"601.3185 / 8.06",0.015317,-0.0041197,-0.0043216,-0.0027707,0.001216,0.0016389,0.0012261,0.00394
"601.3450 / 22.07  M2HNa3",0.0030611,-0.011422,0.0038151,0.0021268,-0.014738,0.014132,-0.0040198,0.0013976
"601.3610 / 8.20",0.014529,0.00069996,-0.0093184,0.0054631,-0.0056161,0.0024413,0.0051978,0.0057881
"601.3674 / 9.71  MNH4",0.012773,-0.0089667,0.0078162,-0.0023335,-0.0062385,0.010546,-0.014903,0.019256
"601.7981 / 15.86",0.015364,-0.0034151,-0.0091737,0.0019589,-0.0031049,0.0042898,0.0025534,-0.0049247
"601.8655 / 21.46  MHNa2",0.0010982,-0.011256,-0.014222,0.0015281,-0.01396,0.014403,-0.016,-0.021648
"602.2992 / 15.86",0.013914,-0.0058959,-0.0076905,0.010743,-0.0062767,0.001961,-0.0024218,-0.0065668
"602.3622 / 14.53",0.010678,0.00055437,-0.010247,0.00017849,0.0088259,0.0053841,-0.0072634,-0.010483
"603.2636 / 16.13",0.013145,-0.0091925,0.018404,-0.017261,0.0064593,0.00010753,-0.0060765,0.01126
"603.2816 / 17.99  M2H2",0.0098608,-0.002163,-0.0016777,0.023227,-0.0063996,-0.0066171,-0.0064601,-0.0039652
"603.3317 / 3.09",0.011721,-0.0094395,0.020837,-0.013069,-0.0044718,0.0042044,-0.002842,0.0048033
"603.3342 / 13.95",0.014586,-0.0023544,-0.010165,0.0022278,0.002746,-0.00066716,0.0012843,0.0012986
"603.3347 / 10.31  MH",0.012998,-0.00072066,-0.025289,0.014556,0.0032806,-0.0038975,0.0019451,-0.00062206
"603.4329 / 16.25",0.00089124,-0.010451,0.02226,0.007422,-0.0083013,-0.0085539,0.019106,-0.0019537
"603.7632 / 19.73  M2H2",0.0149,-0.00090533,-0.012432,-0.0060123,0.016299,-0.0029342,-0.00092415,0.010145
"604.2840 / 13.62",0.014405,-0.0045784,0.0055072,-0.0093254,0.0095389,0.002309,-0.0099813,0.0020757
"604.3028 / 21.02  MH",0.0073006,-0.0021139,-0.013153,0.019938,-0.0026626,-0.0039273,0.0071056,-0.01092
"604.3288 / 19.60",0.013124,-0.0086793,0.0092747,0.0027091,0.005059,-0.01115,0.0069429,-0.0018337
"604.3344 / 20.63",0.0054889,-0.005511,0.00017069,-0.0045821,0.005053,-0.0056409,0.0038531,-0.0082511
"604.3368 / 21.46",0.0020159,-0.0059058,-0.007629,0.0080648,-0.013677,0.015879,0.0009391,-0.018492
"604.3485 / 21.46  M2H2",0.0031798,-0.0054599,-0.00051233,0.0041308,-0.0084673,0.012955,-0.0079826,-0.0084335
"604.6611 / 10.28",0.003591,0.0095158,0.012962,-0.016515,0.020798,-0.016638,0.008371,-0.017058
"604.8167 / 14.27  M2H2",0.01177,-0.0027246,-0.0068662,0.014464,-0.012407,0.00072825,0.018567,-0.00017884
"604.8300 / 19.60",0.014544,0.00069024,-0.0084561,-0.00050465,0.00224,-0.0014508,0.0061119,0.0069971
"605.2703 / 7.72  MNa",0.012158,-0.010985,0.0076547,0.007786,-0.0077113,0.0018933,-0.0076502,0.011981
"605.3040 / 21.05",0.006891,0.00093718,-0.013692,0.018651,-0.0070633,-0.012204,-0.0020618,-0.018325
"605.3137 / 6.58",0.014134,-0.012431,0.013799,0.0010411,-0.006421,0.0039082,-0.0083454,0.01531
"605.3310 / 11.29  M2H2",0.01236,0.00029771,-0.010757,0.00808,0.0074231,0.00048387,-0.013437,-0.0097663
"605.4775 / 26.90",-0.00086847,-0.0021312,-0.0043376,0.00060182,0.0016774,-0.0041832,-0.00053485,0.0038638
"605.8478 / 19.33",0.013423,-0.00088701,-0.002355,-0.0020368,-0.0028574,0.0057467,-0.0013228,-0.0020745
"606.3507 / 19.82  MH",0.014548,-0.0015846,-0.017736,0.0044623,0.011483,-0.0055851,0.0024007,0.0050642
"606.6544 / 18.52  M3H3",0.015664,0.010857,0.0059347,-0.0075394,0.0019343,-0.0050866,-0.00078933,-0.0067547
"607.2543 / 21.14  MNa",0.0011577,-0.0024053,0.016007,-0.010947,0.0063617,-0.018216,0.0093428,0.013569
"607.3201 / 18.51",0.014446,0.0051291,0.0027521,-0.0073518,0.0024251,0.00025239,-0.0021584,-0.0033859
"607.3484 / 20.89  M2H2",0.0077259,-0.022005,0.023613,-0.0061422,0.017949,0.001389,-0.010809,0.012958
"607.3509 / 9.92  MNa",0.011965,-0.0011247,-0.0068471,-0.0027677,0.012576,-0.01678,0.016994,-0.00038001
"608.2958 / 16.04  MHK2",0.013795,0.00265,-0.011851,0.015748,0.002114,-0.0093248,-0.0033975,-0.0073601
"608.3034 / 15.03",0.01369,0.00094677,-0.0021254,0.0026747,0.014695,-0.0030429,-0.012677,-0.0044551
"608.3148 / 9.45",0.0086141,-0.0079633,-0.0027119,-0.00059671,0.010549,0.0072637,-0.027576,0.016241
"608.3269 / 16.44  M2NH42",0.012678,0.0045668,0.008986,0.0021904,0.0010873,-0.015187,0.0041645,-0.012561
"608.3511 / 15.02  M3H3",0.0094143,0.00082252,0.016094,-0.0094449,0.021625,-0.002266,-0.021034,-0.0064097
"608.3860 / 20.04",0.00032403,-0.00012684,0.00058872,0.0011482,-0.0015618,0.0063099,-0.0020798,-0.0052984
"608.6277 / 19.86  M3H3",0.007718,-0.0038169,-0.022282,0.013234,0.0097489,-0.00342,-0.01576,0.026026
"608.7103 / 22.16  M3H3",0.0026471,-0.014317,-0.0034797,0.011901,-0.014142,0.021698,-0.015248,-0.013218
"608.8261 / 2.58",0.012348,-0.0068072,0.014849,-0.0081272,-0.0040511,0.0010577,-0.0027286,0.003626
"609.0073 / 13.46",0.013654,0.0021996,-0.00071821,0.013509,-0.0047604,-0.010215,0.013694,-0.018686
"609.2804 / 0.47",-0.0022186,-0.0060637,0.00064448,0.0033665,0.010364,0.0067222,0.0086083,0.0083798
"609.3231 / 15.91  MNH4",0.011151,0.0032782,-0.014967,0.010843,0.0061766,-0.0093522,-0.0026333,0.014963
"609.3243 / 9.26",0.012837,-0.013566,0.0098315,0.0037495,-0.0034568,0.0043256,-0.011288,0.012084
"609.3251 / 8.76  2MH",0.0090899,-0.0016687,0.00082203,-0.0054907,0.0023143,0.015644,-0.015791,0.0016463
"609.3257 / 10.22",0.0095921,-0.0069516,0.014549,-0.014156,-0.00076084,0.015609,-0.011416,-0.0074737
"609.3602 / 20.97  MH",0.0054504,0.0019892,0.0085486,-0.0071908,0.018919,-0.016328,0.00091002,0.019438
"610.2524 / 18.09  MH",0.008142,0.0041625,-0.006264,-0.01516,0.023065,-0.012366,0.011684,-0.0067752
"610.2836 / 8.50",0.012035,-0.010853,0.014226,0.0057326,-0.018812,0.0026542,0.0024941,0.0027611
"610.9510 / 14.28",0.0060364,-0.0011964,0.019806,-0.032632,0.021298,-0.0096213,0.00037446,0.0094005
"611.3295 / 20.30",0.0083789,0.0079737,-0.0011363,0.00029795,0.00099006,0.0077248,-0.0028593,0.0046665
"611.9738 / 17.84  M3H3",0.0049151,-0.0013844,-0.0099335,0.0086905,0.0068779,0.0075444,-0.029043,0.022095
"612.2113 / 13.56  MNa",0.015576,-0.0060503,-0.0054256,0.0056419,-0.0065508,0.0030949,0.00076086,0.01243
"612.2748 / 17.31  M2H2",0.01079,0.00097147,-0.026511,0.019785,-0.0016166,-0.0072957,0.0094037,0.0031503
"612.8392 / 19.24  M2H2",0.017548,0.00098239,-0.010913,-0.0047596,0.0061086,0.0054058,-0.0038965,0.0020165
"612.9818 / 1.33",0.00074601,-0.00078499,-0.0020322,-0.001931,9.5782e-05,0.0025956,-0.001192,-0.00036927
"613.2937 / 3.63",0.012791,-0.0050357,-0.0040723,0.0043378,-0.0021882,-0.0049119,0.0087024,4.4679e-05
"613.3442 / 20.01",0.00081875,-0.00075601,0.00079762,0.00039966,-0.0021947,0.0059417,-0.0017179,-0.003535
"613.6423 / 19.10",0.014741,0.0018079,-0.013975,0.0029585,0.00050549,0.0038837,0.0048099,-0.0024201
"613.9580 / 19.44  M3H3",0.0088039,-0.0062029,-0.0045932,-0.00069815,0.001205,0.0075607,-0.010133,0.01519
"614.1770 / 21.70",0.0010574,-0.0026907,-0.0098367,0.020919,-0.00074451,0.0016356,-0.015873,0.0038616
"614.3137 / 19.83",0.0061449,-0.00092459,0.00061781,0.0078266,-0.0027107,0.00065921,-0.0018399,0.0036935
"614.3303 / 19.76",0.0046068,-0.0023374,-0.0051138,0.005296,-0.0083043,0.0059151,0.0046951,-0.00088609
"614.3686 / 22.10  M3H3",0.0023174,-0.00022855,0.0017243,0.014466,-0.021681,0.024558,-0.0086077,-0.018179
"614.6282 / 15.41  M3H3",0.0050881,-0.0065026,0.0037677,0.0084733,-0.016214,0.014225,-0.014101,0.0012533
"614.8352 / 19.75  M2H2",0.011021,-0.010987,0.0066853,-0.0027108,0.005453,0.0065826,-0.013714,0.0061111
"615.0018 / 19.99  M3H3",0.0047799,0.0069677,0.022669,-0.006141,-0.0075817,-0.0013577,-0.015452,0.0091681
"615.2475 / 21.76",0.0023393,0.010818,0.0016946,-0.016525,0.017433,-0.0080221,-0.010082,0.0099897
"615.3079 / 7.10",0.0070368,-0.0055949,0.012939,-0.016989,-0.0046241,0.021517,-0.0068193,-0.014276
"615.3461 / 3.55",0.015435,-0.0066696,0.019102,-0.012764,0.0043199,-0.003579,-0.0014672,0.0057346
"615.3717 / 18.76",0.013807,0.0011363,-0.015621,0.0066932,-0.0052626,0.0024769,0.012173,-0.01103
"615.4107 / 19.62",0.016195,3.3615e-05,-0.0071741,-0.0010944,-0.0027786,0.0045575,0.0013683,-0.0024135
"615.8376 / 14.92",0.009694,-0.0029317,0.0077284,-0.017815,0.0023768,0.013811,-0.0032882,-0.010831
"615.8617 / 19.80  M2H2",0.0099992,0.00094618,0.014948,-0.010392,0.015893,0.0067546,-0.030745,-0.0013246
"615.9465 / 19.08  M3H3",0.012295,-0.001479,-0.0026895,-0.0075615,0.010102,-0.0092603,0.011124,-0.0066066
"616.0198 / 22.10  M3Na3",0.0049302,-0.012375,-0.010925,0.016271,-0.022088,0.0052807,-0.021987,0.0028761
"616.1741 / 21.70",0.0017236,1.0237e-05,-0.006858,0.00078438,0.0034153,0.0031606,-0.0083677,0.00056721
"616.2969 / 19.85",0.013732,0.0010734,0.0049052,0.0036596,0.015065,0.0034448,-0.012092,0.0013041
"616.3026 / 10.30  M2H2",0.013733,-0.0011332,-0.0038792,-0.0084971,0.008717,-0.00014945,-0.003243,0.004804
"616.3541 / 19.21",0.01477,0.001648,-0.01185,0.0056616,0.0029038,-0.00037237,-0.0047231,-0.0079715
"616.3661 / 10.25",0.012968,-0.009549,0.0064341,0.0033565,-0.0041876,-0.0011706,-0.0031064,0.0026771
"616.3664 / 9.44  MCH3OHH",0.01224,-0.0042056,-0.0051733,0.005956,0.002045,-0.0074414,0.007868,0.0019528
"616.3681 / 2.09",0.012385,-0.0084108,0.0058594,0.0022182,-0.00056297,-0.0062543,0.0020527,0.0046441
"616.6151 / 14.95  M3H3",0.0081315,0.0013192,-0.017838,0.010439,-0.0011907,-0.0040007,0.013418,-0.025962
"616.8571 / 15.96  M2H2",0.0044288,-0.0068552,0.0049589,0.0054945,-0.0077161,0.011167,-0.019902,0.0064397
"616.9831 / 10.50  M3H3",0.0060737,0.0099139,0.0062583,-0.018491,0.032238,-0.023071,0.007819,-0.010724
"617.2777 / 10.98",0.013722,-0.0050954,0.0096882,0.001919,0.0032547,-0.0088038,-0.0038319,-0.0052046
"618.2902 / 18.75  MNa",0.013583,-0.0025422,-0.012294,0.0078094,0.001447,0.0058351,-0.0025539,0.017102
"618.3381 / 20.89  MHNa2",0.010597,-0.0093262,0.0043931,-0.0092632,0.0061933,0.00075129,-0.014309,0.0016995
"618.3445 / 16.65",0.0096745,-0.00052551,-0.001197,-0.023601,0.0087218,0.01538,-0.00019451,-0.013938
"618.3807 / 11.87",0.0073857,-0.00095289,-0.0061667,-0.0024942,0.0047705,0.0062261,-0.0017086,-0.0007869
"618.9915 / 20.02  M3H3",0.007464,0.0044109,-0.016476,0.017359,0.00035123,0.019586,0.003327,0.013223
"619.2738 / 17.12",-0.0013671,0.0078095,-0.0078504,0.0010304,-0.0054999,0.011202,-0.016915,-0.0095272
"619.2936 / 18.50",0.014021,0.0018517,9.2678e-05,-0.014591,0.00035094,0.010961,-0.0019374,0.0028862
"619.2944 / 12.96  M3H3",0.011722,-0.010277,0.02445,-0.0028798,0.00716,-0.0099497,-0.012171,-0.00060337
"619.3039 / 2.74",0.01597,-0.0039724,-0.0012243,-0.0077656,0.0067125,0.0024233,-0.0033723,0.0042404
"619.7546 / 20.11  M2H2",0.013845,0.0091867,0.0040614,-0.011923,0.018339,-0.0063588,-0.011537,-0.0072436
"620.1200 / 20.03",0.0035043,-0.012192,0.006349,0.0068931,-0.00059693,-0.0032112,-0.019831,0.02542
"620.2670 / 9.93",0.012547,0.004111,-0.020564,0.021377,0.00046657,-0.0080845,0.0051355,-0.021255
"620.2925 / 19.89",0.01296,-0.0025879,-0.0017428,0.0068899,0.0099316,0.0008451,0.00010746,0.0032163
"620.2967 / 20.60  MH",0.010826,0.00077298,-0.013156,0.018587,-0.0072542,-0.0040776,-0.012753,-0.0060741
"620.3240 / 14.40  M2H2",0.008803,-0.0041774,0.0072425,0.0029721,-0.008779,0.0052479,-0.0098936,-0.0059921
"620.3276 / 20.18  M2H2",0.012093,-0.0077047,0.0013809,1.2649e-05,0.0059247,0.0042988,-0.0078202,0.005033
"620.3411 / 11.68",0.010031,-0.0071257,0.0046941,-0.00028902,-0.0017176,0.0064983,-0.011596,-0.0049669
"620.8057 / 20.15  M2",0.014055,-0.0045754,-0.0069187,-0.0038743,0.001319,0.0052695,-0.00045801,-0.0015609
"621.3259 / 16.69",0.013278,0.0042972,-0.023398,0.012065,-0.0095739,0.00049111,0.0048066,-0.0032236
"621.3452 / 12.74",0.012306,-0.005755,-0.003349,-0.0062136,0.0019208,8.9287e-05,0.010996,-0.0039756
"621.3597 / 12.32",0.010393,-0.0024767,-0.0066581,0.01051,-0.02276,0.0045455,0.013648,-0.0011315
"621.3731 / 14.74  MNa",0.0063348,0.0032214,0.0062295,-0.012375,-0.019697,0.029626,-0.017641,0.019125
"621.3981 / 21.53  MHNH42",0.0011616,0.00011514,0.0046579,0.018717,-0.0087228,0.02582,-0.012534,-0.025263
"622.2975 / 11.06",0.015468,-0.0033193,-0.010267,-0.0015406,-0.0060755,0.010821,0.0083148,-0.011311
"622.3070 / 19.53",0.013749,-0.0047361,-0.0058454,0.0017481,0.018012,-0.004195,-0.013912,-0.005183
"622.3083 / 18.90  M3Na3",0.013571,-0.0036908,0.0092819,-0.0051383,0.019175,-0.0055216,-0.014437,0.00024543
"622.3115 / 11.14",0.016938,-0.0042746,-0.005103,-0.0045118,0.00021083,0.0058454,0.00049186,0.00068561
"622.3259 / 16.72",0.0092184,-0.0098113,-0.008939,0.010401,-0.017065,-0.0040679,0.025242,0.0037471
"622.8016 / 15.78",0.014074,0.0038381,-0.0026642,-0.014987,0.021068,-0.012659,0.0071227,0.006129
"622.8024 / 14.48",0.0063431,-0.0070967,0.003846,-0.0095657,0.018152,0.00052161,-0.014558,0.0056979
"622.8054 / 17.36  M2H2",0.0089001,-0.0023046,0.0054175,-0.0098588,0.016026,-0.021138,0.010233,0.0028713
"623.1908 / 23.92",-0.00020289,0.0010529,0.00070321,0.0012863,-0.00031324,-0.0010969,-0.00072584,-7.4382e-05
"623.2087 / 23.93",-0.00023693,-8.2785e-05,-0.00047555,-0.00042525,-0.00058264,0.00019792,-0.00021798,6.2083e-05
"623.2670 / 6.72",0.013804,-0.0093252,0.012284,-0.0086636,0.0017156,-0.0014381,0.0010188,0.0025787
"623.2672 / 10.60",0.011057,-0.0073764,0.011527,-0.010907,0.0016905,0.0040729,-0.005497,-0.00057634
"623.3023 / 15.78",0.014839,0.0053261,-0.010183,-0.0098408,0.019853,-0.016187,0.013294,0.0053571
"623.3264 / 21.40  MHK2",-6.8106e-05,-0.0068218,-0.0065597,0.0045475,-0.010495,0.0033937,-0.026375,-0.0037061
"623.3321 / 14.65  M",0.011761,-0.0047158,0.0010189,-0.0056861,0.017382,0.0014889,-0.013069,0.0047725
"623.3853 / 22.20",-0.00036724,-0.0080955,-4.9508e-05,0.016267,-0.012793,0.0094558,-0.010699,-0.0064042
"623.7209 / 22.20",0.0023571,-0.0072202,0.002926,-0.00078218,-0.018067,0.026903,-0.012483,-0.015362
"623.8364 / 12.94  M2H2",0.015325,0.0022288,-0.014204,0.0043878,7.4254e-05,-0.00061542,0.0040118,0.011972
"623.8776 / 21.53  MHNa2",0.0040525,-0.012387,0.0089588,-0.0046612,-0.022778,0.028917,-0.0078111,-0.01946
"624.3051 / 10.53",0.0090813,-0.0050629,0.016175,-0.021036,0.0075595,0.0073059,-0.0088225,-0.0015777
"624.6632 / 19.89  M3H3",0.013055,0.0049137,-0.011229,-0.0064224,0.019225,-0.01515,0.0063692,0.013699
"625.3155 / 10.35  MNa",0.0093472,0.0044364,-0.0078352,0.015483,0.005171,-0.022634,0.014996,-0.013428
"625.6145 / 17.63  M3H3",0.0069939,0.003977,-0.019828,0.012682,0.0096448,-0.022756,0.015623,-0.00030012
"625.7910 / 17.89",0.013915,-0.001342,-0.014933,0.012497,-0.013339,0.0078542,0.0067921,-0.0020877
"626.2762 / 7.32",0.01352,-0.0055965,0.0033346,-0.0062465,0.0033572,-0.0055176,0.0073733,0.003371
"626.2837 / 21.02  MNa",0.0060018,-0.0034298,-0.0077679,0.0073213,0.016641,-0.0034779,0.023593,0.0088708
"626.2920 / 17.92",0.014212,0.001125,-0.014924,0.018959,-0.00039684,-0.0048692,-0.004662,-0.0069893
"626.3129 / 18.04",0.01261,0.0023846,-0.016456,0.016913,-0.0029196,0.002753,-0.0034154,-0.014812
"626.3467 / 21.52",0.0013649,-0.0054867,-0.0045153,0.014301,-0.01082,0.01482,-0.012773,-0.013071
"626.3604 / 21.53  M2H2",0.0017231,-0.005657,-0.0025019,0.0072923,-0.013869,0.015643,-0.0018483,-0.02236
"626.3866 / 19.27",0.015861,-0.0025424,-0.0060136,-0.0061009,0.0071868,0.0039806,-0.0047168,0.0029853
"627.3350 / 18.84  M3H3",0.012581,-0.0036393,-0.013909,0.0088543,0.00058915,0.012243,-0.016577,-0.0015229
"627.3716 / 15.69",0.0084392,0.0028462,-0.025475,0.017035,0.0050518,-0.016973,0.021496,-0.011652
"627.3718 / 16.27",0.0089846,0.00060561,-0.011357,0.031492,-0.008119,-0.017432,0.0031296,0.0035098
"628.2890 / 17.66  M2H2",0.0098543,-0.001476,-0.0078641,0.0038244,0.0050857,-0.006368,-0.0091075,0.026947
"628.3309 / 19.82  MNa",0.014651,-0.0028944,-0.0013175,0.0064119,0.0031875,-0.0065139,0.0036405,-0.014531
"628.3482 / 11.72  M2H2",0.0095791,-0.007784,0.024806,-0.0001817,-0.0062459,0.0015494,-0.015087,0.010352
"628.7830 / 16.48",0.010995,-0.0050551,0.012449,-0.014841,0.012083,0.00017107,-0.0072562,-0.0031424
"629.0444 / 22.16",0.0029185,-0.0087241,0.0022482,0.016683,-0.020541,0.011304,-0.021707,0.014978
"629.2078 / 23.92",-0.00018874,0.00066594,0.00046476,0.0015949,0.00023208,-0.00089793,-8.824e-06,-0.00043902
"629.2253 / 23.88",-0.00020577,-0.00038269,-0.00027547,-0.00019721,-0.00057252,0.00046474,0.00028749,-0.00024113
"629.3321 / 9.92",0.01337,-0.0023076,-0.0065955,-0.00066603,0.0038638,-0.0062756,0.011311,-0.0061205
"629.3636 / 9.26",0.0068891,-0.010258,0.0015084,0.0076581,0.0018426,0.00021377,-0.01415,0.017779
"629.3756 / 22.16",0.0013574,-0.008572,0.010543,0.0049886,-0.025132,0.014915,-0.011472,-0.0010033
"630.3131 / 15.43  MH",0.014158,-0.0001929,-0.012958,0.011409,-0.0054627,0.0026572,-0.0015879,-0.0042874
"630.3315 / 19.47  M3H3",0.011911,0.00041984,-0.0041425,0.0057466,0.014576,-0.015134,0.0026193,0.0093346
"630.3485 / 7.31",0.0068154,-0.0094191,-0.0034347,0.0062833,0.012573,0.0041132,-0.024321,0.0054929
"630.3819 / 16.59",0.014053,0.00063005,-0.019554,0.019876,-0.010134,0.0016901,-0.0010619,0.0052268
"630.6968 / 22.16  M3H3",0.006181,-0.016059,-0.0084695,0.012842,-0.013779,0.020129,-0.0098269,-0.0084648
"630.8529 / 18.11",0.011232,-0.0040237,0.0030384,-0.012097,0.01155,-0.0065457,0.0041419,0.0056678
"631.1671 / 22.62",-0.0019549,-0.010221,-0.0062106,0.0019045,-0.0022184,-0.0035065,-0.00085963,-0.00011208
"631.2819 / 7.49",0.014845,-0.0041696,-0.0070343,-0.0011965,0.0038883,0.0049714,0.0012717,-0.0026918
"631.3302 / 16.04",0.013902,0.0037893,-0.0073304,0.0063404,0.011691,-0.0069325,-0.0014522,-0.01144
"631.3418 / 20.97  MNa",0.0081464,-0.0071601,0.016636,-0.020648,0.00027799,-0.0062531,-0.013174,0.019014
"631.3804 / 19.91  M2H2",0.011063,-0.0050256,-0.011958,0.0080974,0.0022383,0.011065,-0.021573,0.017701
"632.2342 / 18.09  MNa",0.0050964,0.0028443,-0.00024293,-0.017237,0.017099,-0.002504,-0.0014355,-0.0037286
"632.2772 / 15.72",0.017523,0.0030645,-0.0015145,-0.00073064,0.0046951,-0.0040795,0.0018426,-0.003875
"632.2890 / 5.43",0.010778,-0.011019,0.011841,0.0014561,-0.01008,0.0036308,-0.0063303,0.017067
"632.3404 / 17.82",0.016191,-0.0044417,-0.015779,0.0040547,0.0025835,0.0047174,0.001086,0.0032866
"632.7919 / 17.55",0.014908,-0.0027685,-0.00014757,-0.012276,0.0054327,0.0058447,-0.0029934,0.0008387
"633.5092 / 27.88",-0.0008954,-0.0020544,-0.0056679,0.0018711,0.0011325,-0.0044424,-0.0013827,0.0031247
"634.3211 / 12.36",0.0090731,-0.0016523,0.0045274,-0.0066327,-0.011656,0.006858,0.0089798,-0.0072436
"634.3392 / 6.01",0.011621,-0.0065937,-0.0081391,0.015311,-0.012385,-0.0017816,0.012469,-3.1534e-05
"634.4590 / 23.38",0.0013292,-0.0010553,-0.0011789,0.00098477,-0.0049002,0.0075756,-0.0046827,-0.0042522
"634.8402 / 19.89  MHK2",0.016304,0.0031553,-0.0061809,0.0073721,0.00849,-0.0078929,-0.0020662,-0.003923
"635.2493 / 16.62",0.0034584,-0.011446,0.016111,-0.00091391,-0.004298,-0.0045576,0.018676,-0.001728
"635.3054 / 14.08",0.015221,0.00087414,-0.0093398,-0.00053554,0.0010528,-0.00064919,0.0049144,-0.0043732
"635.3097 / 18.20  M2H2",0.013757,-0.00030996,-0.010392,-0.0040577,0.0079637,0.0039752,-0.002718,-0.0031943
